Supplementary Data 3 -Differentially expressed genes in food allergy,,,,,,,,,,,,,,
transcript ID,entrez ID,symbol,chromosome,start,end,biotype,description,log FoldChange (case-control),Average Expression,t statistic,P.Value,adjusted.P.Value,B score,direction
ENSG00000143374,102465529,TARS2,1,150459887,150480078,protein_coding,"threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:30740]",0.189451548,5.185301944,3.270017385,0.001617294,0.030463859,-1.555599515,up
ENSG00000078902,54472,TOLLIP,11,1295601,1330884,protein_coding,toll interacting protein [Source:HGNC Symbol;Acc:16476],0.189530133,4.928427243,3.152993914,0.002313694,0.037734531,-1.848882176,up
ENSG00000070366,23293,SMG6,17,1963133,2207065,protein_coding,SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:17809],0.189827256,6.474972195,3.366752372,0.001195601,0.025600239,-1.384895257,up
ENSG00000103197,7249,TSC2,16,2097466,2138716,protein_coding,tuberous sclerosis 2 [Source:HGNC Symbol;Acc:12363],0.191280217,5.839006485,3.188596382,0.002076676,0.035057984,-1.827426379,up
ENSG00000179632,84232,MAF1,8,145159402,145162514,protein_coding,MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24966],0.192890255,6.230486712,3.141314227,0.002396799,0.038469938,-2.002374558,up
ENSG00000162402,23358,USP24,1,55532032,55680786,protein_coding,ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:12623],0.193039917,7.712274021,3.257972211,0.001678647,0.031106096,-1.744048121,up
ENSG00000214160,10195,ALG3,3,183960089,183967336,protein_coding,"ALG3, alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:23056]",0.193880841,4.543344408,3.065143325,0.003010898,0.043456453,-2.040103413,up
ENSG00000080189,51006,SLC35C2,20,44978167,44993043,protein_coding,"solute carrier family 35 (GDP-fucose transporter), member C2 [Source:HGNC Symbol;Acc:17117]",0.19460997,5.664332494,3.633619296,0.000505444,0.015403386,-0.50538512,up
ENSG00000077235,2975,GTF3C1,16,27470876,27561234,protein_coding,"general transcription factor IIIC, polypeptide 1, alpha 220kDa [Source:HGNC Symbol;Acc:4664]",0.194716472,6.508139104,3.658688409,0.000465238,0.014578489,-0.510041848,up
ENSG00000012232,2137,EXTL3,8,28457986,28613116,protein_coding,exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518],0.194925767,4.77319701,3.308332397,0.001435837,0.028774004,-1.394004448,up
ENSG00000065000,8943,AP3D1,19,2100988,2164464,protein_coding,"adaptor-related protein complex 3, delta 1 subunit [Source:HGNC Symbol;Acc:568]",0.19526849,6.754993941,3.30417615,0.001454553,0.028885318,-1.579456166,up
ENSG00000010810,2534,FYN,6,111981535,112194655,protein_coding,"FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]",0.195404268,8.446976227,3.095870671,0.002747381,0.041547768,-2.210930639,up
ENSG00000179409,50628,GEMIN4,17,647654,657239,protein_coding,gem (nuclear organelle) associated protein 4 [Source:HGNC Symbol;Acc:15717],0.195642941,6.216573958,3.212635896,0.001929696,0.033611986,-1.812369003,up
ENSG00000127837,14,AAMP,2,219128850,219134980,protein_coding,"angio-associated, migratory cell protein [Source:HGNC Symbol;Acc:18]",0.197594576,6.456359592,3.960216293,0.000167324,0.007863433,0.448471283,up
ENSG00000088298,55741,EDEM2,20,33703167,33865928,protein_coding,"ER degradation enhancer, mannosidase alpha-like 2 [Source:HGNC Symbol;Acc:15877]",0.198242351,4.692264608,3.274978157,0.001592643,0.030439321,-1.477392102,up
ENSG00000213658,27040,LAT,16,28996147,29002104,protein_coding,linker for activation of T cells [Source:HGNC Symbol;Acc:18874],0.198285468,7.343829712,3.554090721,0.000655987,0.018197858,-0.86022361,up
ENSG00000141456,27043,PELP1,17,4574679,4607632,protein_coding,"proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:30134]",0.199247029,6.342543196,4.278674146,5.41E-05,0.003943079,1.518785137,up
ENSG00000038358,23644,EDC4,16,67906926,67918406,protein_coding,enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:17157],0.200184563,6.6113088,2.998882673,0.003661083,0.049330484,-2.41644903,up
ENSG00000008838,102466757,MED24,17,38175350,38217468,protein_coding,mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963],0.202001862,6.179448959,3.228075517,0.001840495,0.032960507,-1.761556364,up
ENSG00000089154,10985,GCN1L1,12,120565007,120632513,protein_coding,GCN1 general control of amino-acid synthesis 1-like 1 (yeast) [Source:HGNC Symbol;Acc:4199],0.202148531,7.824884691,3.198340489,0.00201588,0.034566584,-1.916493596,up
ENSG00000119522,57706,DENND1A,9,126141933,126692431,protein_coding,DENN/MADD domain containing 1A [Source:HGNC Symbol;Acc:29324],0.204169403,4.414530109,3.540819532,0.000684925,0.018752437,-0.683462779,up
ENSG00000155252,55361,PI4K2A,10,99344131,99436191,protein_coding,phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:30031],0.204417124,4.441663097,3.464885824,0.00087518,0.021412954,-0.905894126,up
ENSG00000160445,10444,ZER1,9,131492065,131534693,protein_coding,"zyg-11 related, cell cycle regulator [Source:HGNC Symbol;Acc:30960]",0.204758928,5.601681371,3.149061297,0.002341371,0.037944691,-1.918522501,up
ENSG00000160410,92799,SHKBP1,19,41082757,41097305,protein_coding,SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:19214],0.205297836,6.203084912,3.750408174,0.000342559,0.011944611,-0.207150597,up
ENSG00000105671,54555,DDX49,19,19030484,19039436,protein_coding,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 [Source:HGNC Symbol;Acc:18684],0.205444471,5.009802653,3.252687586,0.001706249,0.031398189,-1.58517838,up
ENSG00000103363,6923,TCEB2,16,2821415,2827298,protein_coding,"transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) [Source:HGNC Symbol;Acc:11619]",0.205762341,5.889516765,3.706208836,0.000397227,0.013146135,-0.327740319,up
ENSG00000115204,4358,MPV17,2,27532360,27548547,protein_coding,MpV17 mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:7224],0.20597047,5.275240007,3.441895139,0.000942003,0.02212945,-1.069162271,up
ENSG00000135124,5025,P2RX4,12,121647660,121671909,protein_coding,"purinergic receptor P2X, ligand-gated ion channel, 4 [Source:HGNC Symbol;Acc:8535]",0.20600912,4.454100513,2.991707911,0.003738806,0.049949602,-2.188040679,up
ENSG00000126107,79654,HECTD3,1,45468212,45477001,protein_coding,HECT domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:26117],0.206602539,5.088956563,3.18882947,0.002075202,0.035057984,-1.765348039,up
ENSG00000114026,4968,OGG1,3,9791628,9829903,protein_coding,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:8125],0.206962871,4.568808868,3.225103704,0.001857358,0.032971428,-1.601853447,up
ENSG00000137522,55298,RNF121,11,71639747,71708643,protein_coding,ring finger protein 121 [Source:HGNC Symbol;Acc:21070],0.20699714,4.373846602,3.046390638,0.003183081,0.045181072,-2.066713318,up
ENSG00000100982,63935,PCIF1,20,44563267,44576662,protein_coding,PDX1 C-terminal inhibiting factor 1 [Source:HGNC Symbol;Acc:16200],0.207234682,5.686611326,3.259951985,0.001668416,0.031069092,-1.621508997,up
ENSG00000168610,6774,STAT3,17,40465342,40540586,protein_coding,signal transducer and activator of transcription 3 (acute-phase response factor) [Source:HGNC Symbol;Acc:11364],0.207434942,8.196229776,3.526421626,0.000717687,0.019340631,-0.96499162,up
ENSG00000172354,2783,GNB2,7,100271154,100276797,protein_coding,"guanine nucleotide binding protein (G protein), beta polypeptide 2 [Source:HGNC Symbol;Acc:4398]",0.207598246,6.47423215,3.802931859,0.000286911,0.01072662,-0.058102615,up
ENSG00000131238,5538,PPT1,1,40538379,40563375,protein_coding,palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:9325],0.207668504,6.974964885,3.43971606,0.000948581,0.022256258,-1.196267005,up
ENSG00000103043,55697,VAC14,16,70721342,70835064,protein_coding,Vac14 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25507],0.207750248,5.004003798,3.215532108,0.001912661,0.033438768,-1.683832241,up
ENSG00000196535,399687,MYO18A,17,27400528,27507430,protein_coding,myosin XVIIIA [Source:HGNC Symbol;Acc:31104],0.207899894,6.069461478,3.146594414,0.00235889,0.038032559,-1.980587177,up
ENSG00000166908,79837,PIP4K2C,12,57984957,57997198,protein_coding,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma [Source:HGNC Symbol;Acc:23786]",0.208650957,4.777343943,3.138647519,0.002416161,0.038691391,-1.85654289,up
ENSG00000115275,7841,MOGS,2,74688184,74692537,protein_coding,mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:24862],0.208964571,5.871399854,3.989646288,0.000151058,0.007465405,0.584798829,up
ENSG00000130309,79709,COLGALT1,19,17666403,17693971,protein_coding,collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:26182],0.209501701,6.351514006,3.141113309,0.002398253,0.038469938,-2.015767108,up
ENSG00000160783,100527963,PMF1,1,156182784,156212874,protein_coding,polyamine-modulated factor 1 [Source:HGNC Symbol;Acc:9112],0.210441316,5.389023704,3.165828632,0.002225478,0.036793526,-1.871072403,up
ENSG00000149541,26229,B3GAT3,11,62382768,62389647,protein_coding,"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) [Source:HGNC Symbol;Acc:923]",0.210550978,5.312890027,3.921869429,0.000191051,0.00846006,0.410813532,up
ENSG00000157593,100616124,SLC35B2,6,44221833,44225291,protein_coding,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2 [Source:HGNC Symbol;Acc:16872]",0.21069978,4.623907508,3.426696211,0.000988796,0.022790291,-1.036571798,up
ENSG00000162298,102465449,SYVN1,11,64889252,64902004,protein_coding,"synovial apoptosis inhibitor 1, synoviolin [Source:HGNC Symbol;Acc:20738]",0.210781701,5.55856082,3.611650496,0.000543373,0.01616291,-0.578145933,up
ENSG00000100139,85377,MICALL1,22,38301664,38338829,protein_coding,MICAL-like 1 [Source:HGNC Symbol;Acc:29804],0.212089623,4.726660381,3.269973266,0.001617515,0.030463859,-1.485977602,up
ENSG00000181222,5430,POLR2A,17,7387685,7417933,protein_coding,"polymerase (RNA) II (DNA directed) polypeptide A, 220kDa [Source:HGNC Symbol;Acc:9187]",0.21239434,8.703977907,3.697875726,0.000408425,0.013399192,-0.446691509,up
ENSG00000137944,56267,CCBL2,1,89401456,89458636,protein_coding,cysteine conjugate-beta lyase 2 [Source:HGNC Symbol;Acc:33238],0.212575441,5.535157718,3.022324876,0.003417461,0.04709057,-2.270995177,up
ENSG00000142599,473,RERE,1,8412457,8877702,protein_coding,arginine-glutamic acid dipeptide (RE) repeats [Source:HGNC Symbol;Acc:9965],0.212709722,6.942397799,3.113832346,0.00260346,0.040354693,-2.120278766,up
ENSG00000149577,51092,SIDT2,11,117049449,117068160,protein_coding,"SID1 transmembrane family, member 2 [Source:HGNC Symbol;Acc:24272]",0.213451606,4.78447651,3.496614186,0.000790289,0.020478026,-0.834694713,up
ENSG00000176095,9807,IP6K1,3,49761727,49823975,protein_coding,inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:18360],0.213576433,5.746183464,3.601471976,0.000561849,0.016534673,-0.631721204,up
ENSG00000100055,27128,CYTH4,22,37678068,37711382,protein_coding,cytohesin 4 [Source:HGNC Symbol;Acc:9505],0.213743183,6.20867014,3.26984631,0.00161815,0.030463859,-1.629463731,up
ENSG00000140688,64755,C16orf58,16,31500792,31520630,protein_coding,chromosome 16 open reading frame 58 [Source:HGNC Symbol;Acc:25848],0.213873712,5.597611168,3.247054724,0.001736137,0.031673589,-1.654470524,up
ENSG00000103150,23417,MLYCD,16,83932731,83949787,protein_coding,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:7150],0.215378734,3.141073709,3.177342893,0.002149022,0.03584363,-1.541046322,up
ENSG00000093010,1312,COMT,22,19929130,19957498,protein_coding,catechol-O-methyltransferase [Source:HGNC Symbol;Acc:2228],0.215691465,4.948079487,3.357293778,0.00123174,0.026136715,-1.280998687,up
ENSG00000095319,23511,NUP188,9,131709978,131769375,protein_coding,nucleoporin 188kDa [Source:HGNC Symbol;Acc:17859],0.215698426,7.236852219,3.950566754,0.000173013,0.007979756,0.387169718,up
ENSG00000197746,5660,PSAP,10,73576055,73611126,protein_coding,prosaposin [Source:HGNC Symbol;Acc:9498],0.216569358,8.012096219,3.819247247,0.00027146,0.010303469,-0.054138712,up
ENSG00000198589,987,LRBA,4,151185594,151936879,protein_coding,"LPS-responsive vesicle trafficking, beach and anchor containing [Source:HGNC Symbol;Acc:1742]",0.216866368,7.285617279,3.144264083,0.002375551,0.038268484,-2.054345789,up
ENSG00000197586,955,ENTPD6,20,25176329,25207365,protein_coding,ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:3368],0.217004376,5.674896136,3.126986521,0.002502552,0.039198438,-1.984824908,up
ENSG00000023191,6050,RNH1,11,494512,507300,protein_coding,ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:10074],0.217250978,6.306653717,3.826261557,0.000265065,0.010162979,0.025236651,up
ENSG00000070476,79364,ZXDC,3,126156444,126194762,protein_coding,ZXD family zinc finger C [Source:HGNC Symbol;Acc:28160],0.217285999,5.188862905,3.807935119,0.000282085,0.01060012,0.08236696,up
ENSG00000076043,25996,REXO2,11,114310108,114321001,protein_coding,RNA exonuclease 2 [Source:HGNC Symbol;Acc:17851],0.217666142,5.268798636,3.747526043,0.000345893,0.012027233,-0.141917419,up
ENSG00000196924,2316,FLNA,X,153576892,153603006,protein_coding,"filamin A, alpha [Source:HGNC Symbol;Acc:3754]",0.217825562,8.663801785,3.272288061,0.001605966,0.030463859,-1.720068541,up
ENSG00000269329,2316,FLNA,HG1497_PATCH,153516992,153543106,protein_coding,"filamin A, alpha [Source:HGNC Symbol;Acc:3754]",0.217842893,8.661818736,3.270881138,0.001612976,0.030463859,-1.724070557,up
ENSG00000123143,5585,PKN1,19,14543865,14582679,protein_coding,protein kinase N1 [Source:HGNC Symbol;Acc:9405],0.21832712,7.135449336,3.718441011,0.000381318,0.012867958,-0.351193255,up
ENSG00000179526,81858,SHARPIN,8,145153536,145163027,protein_coding,SHANK-associated RH domain interactor [Source:HGNC Symbol;Acc:25321],0.218361688,4.14114432,3.219065322,0.001892069,0.033325863,-1.549088588,up
ENSG00000140854,10300,KATNB1,16,57769642,57791162,protein_coding,katanin p80 (WD repeat containing) subunit B 1 [Source:HGNC Symbol;Acc:6217],0.218441171,3.629276582,3.02787388,0.003362039,0.04673656,-2.010389544,up
ENSG00000145349,817,CAMK2D,4,114372188,114683083,protein_coding,calcium/calmodulin-dependent protein kinase II delta [Source:HGNC Symbol;Acc:1462],0.219022281,6.289965171,3.211974028,0.001933609,0.033649072,-1.81776322,up
ENSG00000130402,81,ACTN4,19,39138289,39222223,protein_coding,"actinin, alpha 4 [Source:HGNC Symbol;Acc:166]",0.220054405,6.728940947,3.28442155,0.001546688,0.030107164,-1.632656826,up
ENSG00000188603,1201,CLN3,16,28477983,28506896,protein_coding,"ceroid-lipofuscinosis, neuronal 3 [Source:HGNC Symbol;Acc:2074]",0.220281962,5.260635722,3.163510057,0.002241178,0.036923647,-1.839282279,up
ENSG00000163050,56997,ADCK3,1,227085237,227175246,protein_coding,aarF domain containing kinase 3 [Source:HGNC Symbol;Acc:16812],0.220323092,5.717558331,3.485224201,0.000819825,0.020814497,-0.959780301,up
ENSG00000179134,55095,SAMD4B,19,39833036,39876350,protein_coding,sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:25492],0.220688558,5.547844339,3.468927061,0.000863907,0.021302922,-1.014240998,up
ENSG00000198931,353,APRT,16,88875747,88878352,protein_coding,adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:626],0.220928028,6.63157287,3.318294447,0.001391893,0.028381391,-1.537014628,up
ENSG00000268329,10300,KATNB1,HG1208_PATCH,57769642,57791162,protein_coding,katanin p80 (WD repeat containing) subunit B 1 [Source:HGNC Symbol;Acc:6217],0.220967987,3.628249797,3.081849906,0.00286484,0.042397082,-1.867951744,up
ENSG00000120899,2185,PTK2B,8,27168999,27316903,protein_coding,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:9612],0.221716593,7.459628513,3.477873438,0.000839438,0.021027806,-1.096553111,up
ENSG00000116604,4209,MEF2D,1,156433519,156470620,protein_coding,myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:6997],0.222477406,5.919776709,3.170785558,0.002192257,0.036435886,-1.894056479,up
ENSG00000198715,112770,C1orf85,1,156259880,156265463,protein_coding,chromosome 1 open reading frame 85 [Source:HGNC Symbol;Acc:29436],0.223017138,3.732336679,3.906316153,0.000201566,0.008681161,0.522417997,up
ENSG00000115568,7701,ZNF142,2,219502639,219524378,protein_coding,zinc finger protein 142 [Source:HGNC Symbol;Acc:12927],0.223193532,5.244658205,3.262416145,0.001655762,0.030925041,-1.578227165,up
ENSG00000156030,91748,ELMSAN1,14,74181825,74256988,protein_coding,ELM2 and Myb/SANT-like domain containing 1 [Source:HGNC Symbol;Acc:19853],0.223472596,6.636821723,3.417160665,0.001019263,0.023048775,-1.246809657,up
ENSG00000270272,54539,NDUFB11,HG29_PATCH,47001651,47004939,protein_coding,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa [Source:HGNC Symbol;Acc:20372]",0.223933907,4.616878581,3.126803667,0.002503929,0.039198438,-1.886288445,up
ENSG00000268563,4204,MECP2,HG1497_PATCH,153190041,153266223,protein_coding,methyl CpG binding protein 2 (Rett syndrome) [Source:HGNC Symbol;Acc:6990],0.224353767,5.75369448,4.623840627,1.51E-05,0.001605152,2.772134204,up
ENSG00000169057,4204,MECP2,X,153287024,153363212,protein_coding,methyl CpG binding protein 2 (Rett syndrome) [Source:HGNC Symbol;Acc:6990],0.225481797,5.754509732,4.646145902,1.39E-05,0.001518487,2.85166192,up
ENSG00000166340,1200,TPP1,11,6634000,6640692,protein_coding,tripeptidyl peptidase I [Source:HGNC Symbol;Acc:2073],0.225712781,6.613315936,3.279066711,0.001572591,0.030374944,-1.633626593,up
ENSG00000182606,22906,TRAK1,3,42055294,42267381,protein_coding,"trafficking protein, kinesin binding 1 [Source:HGNC Symbol;Acc:29947]",0.22587899,5.263584836,3.235634402,0.001798247,0.032492462,-1.66503089,up
ENSG00000164081,51368,TEX264,3,51696709,51738339,protein_coding,testis expressed 264 [Source:HGNC Symbol;Acc:30247],0.22677681,4.988824864,3.795774787,0.00029395,0.010894063,0.03804793,up
ENSG00000114650,22937,SCAP,3,47455203,47518616,protein_coding,SREBF chaperone [Source:HGNC Symbol;Acc:30634],0.227180406,6.218334247,4.265240632,5.68E-05,0.004039414,1.486814022,up
ENSG00000160877,112939,NACC1,19,13228917,13251955,protein_coding,"nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:HGNC Symbol;Acc:20967]",0.227331006,5.883701566,3.089614151,0.00279923,0.041864303,-2.12241907,up
ENSG00000143373,57592,ZNF687,1,151254094,151264656,protein_coding,zinc finger protein 687 [Source:HGNC Symbol;Acc:29277],0.227630567,5.526233714,3.858550917,0.000237438,0.009572173,0.187479962,up
ENSG00000100034,9647,PPM1F,22,22273793,22307209,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent, 1F [Source:HGNC Symbol;Acc:19388]",0.2277195,5.380541823,3.27314279,0.001601722,0.030463859,-1.564043952,up
ENSG00000155849,9844,ELMO1,7,36893961,37488852,protein_coding,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:16286],0.227763843,6.899367783,3.08041168,0.002877149,0.042501599,-2.214974212,up
ENSG00000147123,54539,NDUFB11,X,47001615,47004903,protein_coding,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa [Source:HGNC Symbol;Acc:20372]",0.227994908,4.619174463,3.149257152,0.002339985,0.037944691,-1.825226636,up
ENSG00000262447,7126,TNFAIP1,HG883_PATCH,26662628,26674035,protein_coding,"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]",0.228295856,3.831063794,3.922693816,0.000190509,0.00846006,0.565906603,up
